px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-0.683935	11.7119	4.87584	4.39737	0.345955	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	3.03061
-0.866208	11.4619	4.98332	4.3819	0.317434	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	5.8642
-0.943105	11.2417	4.83025	4.39494	0.312894	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	2.7002
-1.11286	11.0111	4.90252	4.3797	0.286343	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	4.72408
-1.19642	10.7669	5.00469	4.39486	0.288415	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	1.01893
-1.33188	10.5076	5.08181	4.39204	0.273261	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	2.06761
-1.42301	10.246	5.16433	4.40413	0.272424	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	1.13003
-1.5252	10.035	5.12798	4.4064	0.263247	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	2.63319
-1.60121	9.8113	5.03126	4.4164	0.25954	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.770886
-1.68507	9.59191	5.00624	4.42371	0.255025	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	0.904709
-1.79286	9.33973	5.09601	4.42576	0.246474	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	3.19546
-1.89052	9.04059	5.20324	4.4334	0.24159	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.06064
-1.96178	8.82554	5.05233	4.44036	0.235615	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	2.25314
-2.06601	8.57103	5.09841	4.44057	0.225511	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	0.785688
-2.18392	8.3186	5.11612	4.43489	0.210087	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	4.11055
-2.24202	8.08683	5.08438	4.44793	0.212495	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	0.274849
-2.29547	7.88264	4.96687	4.45866	0.212259	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	5.22994
-2.41454	7.62737	5.03554	4.45122	0.196532	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	1.98723
-2.54881	7.40039	4.92113	4.43305	0.169021	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	8.11417
-2.6613	7.14016	4.99654	4.42799	0.157062	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	1.45423
-2.72672	6.91099	4.99444	4.43707	0.158884	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	1.13486
-2.77553	6.70685	4.91719	4.44881	0.162702	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	1.48569
-2.82387	6.49756	4.73813	4.45622	0.158909	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	3.29184
-2.88873	6.26068	4.75618	4.46274	0.157566	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	0.0639609
-3.00567	6.01298	4.83422	4.45201	0.141281	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	5.34222
-3.10036	5.72983	4.95028	4.45084	0.133411	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	2.5751
-3.20122	5.48818	4.87223	4.44016	0.113912	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	3.80629
-3.30516	5.2191	4.97052	4.43489	0.104006	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	1.66542
-3.38196	4.97416	4.98719	4.43721	0.101312	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.108682
-3.50515	4.6834	5.13779	4.42687	0.087475	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	3.58388
-3.61488	4.43106	5.08204	4.41238	0.0650833	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	3.89146
-3.75289	4.14776	5.22865	4.39787	0.0496492	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	4.10238
-3.84354	3.9064	5.2255	4.39683	0.0468477	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	1.04346
-3.91317	3.67871	5.17025	4.4013	0.0488137	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	0.367975
-4.01124	3.4793	5.03373	4.38845	0.0305627	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	5.24317
-4.10195	3.23431	5.0601	4.38724	0.0282977	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	0.144938
-4.22579	2.96954	5.12259	4.37161	0.00833723	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	2.33295
-4.31875	2.69011	5.216	4.37287	0.0089409	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	1.10838
-4.41268	2.4367	5.23677	4.37063	0.00550631	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	0.110516
-4.52	2.16658	5.31379	4.36755	0.00301616	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	0.784101
-4.63124	1.92576	5.3086	4.35112	-0.0203459	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	5.5586
-4.74907	1.64488	5.41275	4.34704	-0.0221845	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	1.46126
-4.87657	1.38189	5.48428	4.33309	-0.0381982	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	1.53656
-4.93037	1.16339	5.3467	4.3393	-0.0330156	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	4.4938
-5.02539	0.951969	5.26036	4.33285	-0.0387794	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.39281
-5.08258	0.733063	5.15946	4.33776	-0.0345419	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	3.19627
-5.18405	0.420805	5.36454	4.34015	-0.033053	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	4.93093
-5.25797	0.188657	5.30087	4.34193	-0.0311843	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.21406
-5.3684	-0.0440662	5.25194	4.33764	-0.0306602	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	5.94802
-5.44007	-0.271556	5.19307	4.33967	-0.0287075	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.22455
-5.55518	-0.453671	5.11295	4.32162	-0.046989	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	4.55703
-5.68594	-0.63381	5.02108	4.30227	-0.0628182	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	3.53608
-5.79845	-0.882754	5.18719	4.292	-0.075174	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	6.4936
-5.89885	-1.15131	5.24826	4.29498	-0.0683122	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	0.802673
-5.9909	-1.42341	5.31818	4.29988	-0.0610193	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	2.07659
-6.12754	-1.63148	5.2704	4.28327	-0.0735806	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.98192
-6.26436	-1.89513	5.48613	4.27028	-0.0869494	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	4.39184
-6.37551	-2.14225	5.48032	4.26752	-0.0856904	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	0.0676914
-6.52065	-2.35158	5.41049	4.25035	-0.0972988	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	4.34243
-6.66944	-2.55947	5.36739	4.23226	-0.109743	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	1.57497
-6.81933	-2.784	5.39067	4.21695	-0.119443	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	1.98196
-6.9217	-3.04098	5.4076	4.22146	-0.109872	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	1.01063
-7.0492	-3.26399	5.34141	4.2144	-0.110615	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.375374
-7.17408	-3.45032	5.25648	4.20047	-0.11967	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	2.06513
-7.32041	-3.70309	5.31344	4.19477	-0.118532	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	4.19615
-7.47161	-3.8385	5.16973	4.16544	-0.141894	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	6.87182
-7.61246	-4.05558	5.21548	4.15524	-0.145686	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.73709
-7.77262	-4.27697	5.2336	4.14263	-0.150123	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	0.64058
-7.92172	-4.49974	5.24379	4.13391	-0.151027	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.380092
-8.09086	-4.73045	5.28272	4.12244	-0.153909	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	1.18725
-8.23111	-4.9259	5.11815	4.11397	-0.153026	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	2.22886
-8.36991	-5.1315	5.10515	4.10676	-0.152827	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	0.0968773
-8.51345	-5.29513	4.96164	4.09135	-0.15957	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	3.70813
-8.7031	-5.49168	4.99421	4.07121	-0.169929	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	2.43557
-8.8619	-5.68992	5.00069	4.06027	-0.172029	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.361801
-9.02099	-5.86886	4.97973	4.04591	-0.177406	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	0.262052
-9.15766	-6.02134	4.84132	4.03297	-0.181174	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	5.5042
-9.32453	-6.12611	4.74078	4.00214	-0.201598	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.17956
-9.49897	-6.31497	4.80989	3.98924	-0.204102	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	1.34493
-9.65043	-6.50963	4.82162	3.9846	-0.199069	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	0.181776
-9.86398	-6.68897	4.97672	3.96096	-0.211542	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	8.05765
-10.0706	-6.85469	4.9944	3.938	-0.222234	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	1.33215
-10.2515	-7.0243	5.03152	3.92351	-0.225582	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	1.07386
-10.488	-7.20658	5.10049	3.89986	-0.235769	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	4.36552
-10.6855	-7.35996	5.10002	3.88024	-0.242853	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916	2.30204
-10.9379	-7.52389	5.16275	3.85161	-0.256718	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062	4.45898
-11.1195	-7.66915	5.0611	3.83691	-0.258417	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015	1.47847
-11.28	-7.80639	4.99386	3.82605	-0.257195	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777	2.70727
-11.4684	-7.94058	4.94202	3.80882	-0.261184	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349	1.98416
-11.6501	-8.03855	4.86787	3.78496	-0.271155	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273	3.35858
-11.834	-8.15902	4.73083	3.76739	-0.27464	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924	1.47842
-12.0482	-8.24736	4.70748	3.73611	-0.289978	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932	1.58787
-12.2742	-8.38677	4.90855	3.7184	-0.292689	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756	3.20686
-12.4819	-8.4645	4.85696	3.68877	-0.305948	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399	2.50687
-12.6751	-8.56316	4.71438	3.66866	-0.310345	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863	1.8396
-12.9593	-8.65332	4.79731	3.62968	-0.329996	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151	6.0802
-13.2046	-8.76669	4.90922	3.60817	-0.333952	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267	3.2069
-13.4311	-8.81059	4.86462	3.57174	-0.351131	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214	3.20847
-13.6275	-8.87334	4.66821	3.54657	-0.358394	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997	4.2039
-13.8704	-8.96248	4.70786	3.52341	-0.362667	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662	0.893803
-14.1254	-9.05928	4.90566	3.50435	-0.362671	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086	2.9248
-14.3669	-9.15037	4.92716	3.48614	-0.362634	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402	0.264471
-14.5902	-9.22795	4.85807	3.46759	-0.363317	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573	0.336863
-14.88	-9.23249	4.90611	3.41832	-0.389659	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603	4.12625
-15.1374	-9.31051	4.93792	3.3997	-0.388836	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125	4.33511
-15.4222	-9.40122	5.02523	3.38316	-0.386076	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269	4.64003
-15.6536	-9.4445	4.87078	3.35852	-0.391709	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159	2.29807
-15.9235	-9.50837	4.9278	3.33922	-0.391323	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484	1.82032
-16.1652	-9.53335	4.85718	3.31166	-0.398701	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734	2.53559
-16.4191	-9.52363	4.86343	3.27456	-0.413236	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198	1.37761
-16.6249	-9.53861	4.75288	3.25188	-0.415562	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301	5.02314
-16.9162	-9.51755	4.83294	3.21097	-0.432469	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773	2.71658
-17.1735	-9.56771	4.92683	3.20121	-0.42163	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479	7.16053
-17.4434	-9.57173	4.96637	3.17542	-0.425576	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024	0.564529
-17.6957	-9.57122	4.91501	3.15014	-0.429789	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703	1.80228
-17.9553	-9.53315	4.93616	3.11531	-0.441026	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151	0.746419
-18.1902	-9.51146	4.85128	3.08792	-0.446577	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648	0.84405
-18.3964	-9.53228	4.78869	3.07972	-0.434667	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847	1.2266
-18.6334	-9.51827	4.84764	3.06111	-0.431	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522	1.72362
-18.8885	-9.49643	4.87181	3.03909	-0.431432	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707	0.250316
-19.1183	-9.45942	4.89297	3.01615	-0.431781	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927	3.97814
-19.3672	-9.3479	4.91825	2.9684	-0.453745	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083	3.81797
-19.5931	-9.28763	4.82337	2.9384	-0.461396	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907	1.39117
-19.852	-9.16504	4.88455	2.89148	-0.481487	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408	2.47011
-20.0859	-9.07506	4.88055	2.85815	-0.48951	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215	5.46984
-20.2569	-9.16443	4.70603	2.88623	-0.445205	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303	12.063
-20.4984	-9.11659	4.76784	2.87046	-0.438876	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334	1.62611
-20.7224	-9.01918	4.7737	2.83824	-0.447452	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296	0.811731
-20.9656	-8.94024	4.78992	2.81401	-0.449521	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179	2.54463
-21.1607	-8.86758	4.73273	2.79282	-0.448231	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972	1.0849
-21.3939	-8.78341	4.72971	2.76958	-0.449687	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666	1.94867
-21.5834	-8.74749	4.64578	2.7628	-0.436297	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925	1.37325
-21.7663	-8.63446	4.48838	2.72607	-0.451889	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712	5.99318
-21.9704	-8.54875	4.48333	2.70582	-0.449925	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043	0.0324654
-22.1815	-8.44099	4.56566	2.68316	-0.448361	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232	2.19674
-22.4194	-8.33088	4.62945	2.66112	-0.448387	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427	1.46872
-22.6069	-8.22501	4.56913	2.63695	-0.450697	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145	0.783867
-22.8611	-7.98437	4.77158	2.57859	-0.481238	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848	7.10216
-23.0447	-7.85683	4.63051	2.54697	-0.491994	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637	4.10996
-23.2856	-7.66821	4.7694	2.51009	-0.502796	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967	2.79782
-23.4858	-7.51987	4.84126	2.48779	-0.498235	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828	1.24182
-23.6531	-7.3747	4.79974	2.46145	-0.499189	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746	0.680704
-23.8441	-7.2126	4.82839	2.43525	-0.499913	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445	0.847527
-23.9999	-7.11769	4.71134	2.42538	-0.486998	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916	1.57074
-24.1668	-6.94523	4.68202	2.39282	-0.495496	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149	2.22756
-24.3405	-6.68644	4.81322	2.34132	-0.51789	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138	4.18312
-24.5047	-6.51961	4.74496	2.31293	-0.523252	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873	3.71445
-24.5975	-6.38869	4.58651	2.28822	-0.521252	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347	4.97935
-24.7352	-6.21024	4.56369	2.25822	-0.525207	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553	0.441775
-24.9272	-5.98524	4.70213	2.22908	-0.528232	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484	2.9423
-25.0567	-5.78555	4.70043	2.19709	-0.533019	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132	2.04379
-25.1898	-5.60856	4.67402	2.17375	-0.530228	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492	0.0792017
-25.3408	-5.41615	4.73406	2.15565	-0.520734	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557	0.994303
-25.4903	-5.17718	4.82703	2.12507	-0.524835	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322	0.749888
-25.6179	-4.99449	4.83648	2.11014	-0.511349	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781	6.2548
-25.7275	-4.8232	4.75763	2.08999	-0.506621	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893	0.453774
-25.8489	-4.61236	4.78981	2.06778	-0.502299	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764	0.323241
-25.9641	-4.35829	4.86898	2.03514	-0.508721	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279	0.550468
-26.0761	-4.14269	4.80604	2.00352	-0.520622	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471	10.8433
-26.1741	-3.84612	4.94829	1.96335	-0.532621	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337	1.97756
-26.2503	-3.61652	4.87905	1.9245	-0.549671	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875	3.98505
-26.2842	-3.35176	4.90185	1.87942	-0.563753	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081	4.90733
-26.3345	-3.11205	4.86628	1.83942	-0.578226	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954	1.26082
-26.3616	-2.88336	4.8254	1.8027	-0.584268	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493	1.84507
-26.4158	-2.65878	4.80215	1.77481	-0.583806	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696	1.21613
-26.4859	-2.52288	4.61478	1.76455	-0.568336	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562	4.80606
-26.5376	-2.28881	4.64303	1.74023	-0.563292	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091	0.75488
-26.5855	-2.09578	4.57447	1.71915	-0.55753	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284	0.747994
-26.6138	-1.86252	4.595	1.69313	-0.553197	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141	1.98124
-26.6148	-1.60249	4.65017	1.656	-0.560812	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664	1.44546
-26.6141	-1.3802	4.61642	1.61936	-0.571649	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852	1.84317
-26.6188	-1.14754	4.61957	1.58971	-0.572497	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271	0.0202613
-26.6446	-0.927728	4.60373	1.56934	-0.565584	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238	4.86237
-26.6557	-0.662066	4.6851	1.54385	-0.563417	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439	0.637905
-26.6452	-0.418087	4.7104	1.51054	-0.571814	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317	2.40416
-26.6031	-0.100624	4.8867	1.47264	-0.579174	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874	2.87322
-26.5827	0.144098	4.89671	1.44343	-0.581672	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116	2.76507
-26.5584	0.451613	5.03947	1.41728	-0.579235	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045	1.24396
-26.5415	0.692428	5.01161	1.39959	-0.566544	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667	1.64693
-26.5294	0.979092	5.09732	1.38204	-0.557959	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986	2.52152
-26.4874	1.24499	5.10751	1.3649	-0.541766	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007	7.45649
-26.4276	1.46987	5.05554	1.33572	-0.543488	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737	0.19569
-26.3879	1.67847	4.95237	1.31799	-0.531556	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181	9.08481
-26.3303	1.87443	4.85815	1.2913	-0.531838	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345	0.495878
-26.2644	2.10263	4.84589	1.26594	-0.530577	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235	0.177334
-26.2008	2.28135	4.73202	1.23938	-0.530892	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859	0.769478
-26.1375	2.4959	4.67447	1.22184	-0.518584	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223	1.43662
-26.054	2.7454	4.73996	1.19828	-0.516524	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334	0.257653
-25.9643	2.96954	4.77851	1.16879	-0.523535	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502	2.24527
-25.8565	3.26661	4.94745	1.14722	-0.519293	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828	1.61461
-25.774	3.49445	4.93373	1.12878	-0.512247	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227	2.3415
-25.6684	3.68913	4.8772	1.10081	-0.514339	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404	0.194325
-25.5546	3.89296	4.8515	1.0736	-0.515461	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367	1.04476
-25.4887	4.05915	4.723	1.05584	-0.509823	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125	3.90079
-25.3685	4.25497	4.70531	1.02909	-0.510637	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686	0.515584
-25.2069	4.48735	4.79891	0.998379	-0.514176	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058	1.97308
-25.0582	4.67596	4.74693	0.97052	-0.51176	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251	8.94222
-24.9393	4.87008	4.73135	0.949381	-0.508361	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273	0.503793
-24.7857	5.0572	4.72604	0.92087	-0.509774	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132	2.22969
-24.6137	5.28427	4.8269	0.895938	-0.508606	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839	0.997784
-24.444	5.46991	4.8845	0.863235	-0.51764	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401	0.742873
-24.2578	5.64818	4.90162	0.830368	-0.523022	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827	1.1222
-24.0935	5.81304	4.90687	0.8001	-0.528905	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127	3.25446
-23.9217	5.97377	4.88329	0.771271	-0.530998	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309	0.0588201
-23.7784	6.13829	4.71089	0.758603	-0.512171	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383	4.5422
-23.6129	6.29388	4.69529	0.73362	-0.511828	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357	0.0640077
-23.4672	6.44795	4.59788	0.717226	-0.501448	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324	1.91933
-23.2309	6.69079	4.82043	0.701433	-0.49188	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041	4.7868
